typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20210101","2021","52","2021","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","105655.238","true","-1","N/A","0","false","105655.238","true","0","false","717791","694368","717791","6","false","true",
"C","A","20210101","2021","52","2021","208","DNK","Denmark","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16744","false","8","kg","16744","false","16744","false","0","false","147688.926",,"147688.926","0","false","true",
"C","A","20210101","2021","52","2021","212","DMA","Dominica","M","Import","0","W00","World","0","W00","World","H3","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30506","false","8","kg","30506","false","30506","false","0","false","126136.541",,"126136.541","0","false","true",
"C","A","20210101","2021","52","2021","214","DOM","Dominican Rep.","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25200","false","8","kg","25200","false","25200","false","0","false","71523.586","68569.203","71523.586","0","false","true",
"C","A","20210101","2021","52","2021","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","224447425.865","true","-1","N/A","0","false","224447425.865","true","0","false",,"1154114718.576","1154114718.576","6","false","true",
"C","A","20210101","2021","52","2021","132","CPV","Cabo Verde","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","321793","false","8","kg","321793","false","321793","false","0","false","1344534.34","1255906.587","1344534.34","0","false","true",
"C","A","20210101","2021","52","2021","136","CYM","Cayman Isds","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","617149.138","true","-1","N/A","0","false","617149.138","true","0","false","2686570.542",,"2686570.542","6","false","true",
"C","A","20210101","2021","52","2021","140","CAF","Central African Rep.","M","Import","0","W00","World","0","W00","World","H4","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","652426","false","8","kg","652426","false","652426","false","0","false","1420327.153",,"1420327.153","0","false","true",
"C","A","20210101","2021","52","2021","144","LKA","Sri Lanka","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2527418.78","false","8","kg","2527418.78","false","2527418.78","false","0","false","11317232.018","0","11317232.018","0","false","true",
"C","A","20210101","2021","52","2021","152","CHL","Chile","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30570450.675","true","-1","N/A","0","false","30570450.675","true","0","false","162565348.18","152821896.429","162565348.18","6","false","true",
"C","A","20210101","2021","52","2021","156","CHN","China","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","143759211.23","true","-1","N/A","0","false","143759211.23","true","0","false","673290056",,"673290056","6","false","true",
"C","A","20210101","2021","52","2021","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10344734.18","false","8","kg","10344734.18","false","10344734.18","false","0","false","57014044.5","53217517.72","57014044.5","0","false","true",
"C","A","20210101","2021","52","2021","174","COM","Comoros","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","453835","false","8","kg","453835","false","453835","false","0","false","624290.86",,"624290.86","0","false","true",
"C","A","20210101","2021","52","2021","178","COG","Congo","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2457168.42","false","8","kg","2457168.42","false","2457168.42","false","0","false","2236935.8","0","2236935.8","0","false","true",
"C","A","20210101","2021","52","2021","180","COD","Dem. Rep. of the Congo","M","Import","0","W00","World","0","W00","World","H4","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1623868","false","8","kg","1623868","false","1623868","false","0","false","1598268.633",,"1598268.633","0","false","true",
"C","A","20210101","2021","52","2021","188","CRI","Costa Rica","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7464695.71","false","8","kg","7464695.71","false","7464695.71","false","0","false","43195684.18","0","43195684.18","0","false","true",
"C","A","20210101","2021","52","2021","191","HRV","Croatia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","43459658.73","false","8","kg","43459658.73","false","43459658.73","false","0","false","205877462","0","205877462","0","false","true",
"C","A","20210101","2021","52","2021","192","CUB","Cuba","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","799130.37","false","8","kg","799130.37","false","799130.37","false","0","false","5625221.1",,"5625221.1","0","false","true",
"C","A","20210101","2021","52","2021","196","CYP","Cyprus","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5833212","false","8","kg","5833212","false","5833212","false","0","false","36768085.748",,"36768085.748","0","false","true",
"C","A","20210101","2021","52","2021","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","94081089.471","true","-1","N/A","0","false","94081089.471","true","0","false","462622736","455285631","462622736","6","false","true",
"C","A","20210101","2021","52","2021","204","BEN","Benin","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","798816.43","false","8","kg","798816.43","false","798816.43","false","0","false","1445190.888",,"1445190.888","0","false","true",
"C","A","20210101","2021","52","2021","208","DNK","Denmark","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61784846","false","8","kg","61784846","false","61784846","false","0","false","382433559.407",,"382433559.407","0","false","true",
"C","A","20210101","2021","52","2021","212","DMA","Dominica","M","Import","0","W00","World","0","W00","World","H3","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","172072","false","8","kg","172072","false","172072","false","0","false","712249.288",,"712249.288","0","false","true",
"C","A","20210101","2021","52","2021","214","DOM","Dominican Rep.","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6377367.882","true","-1","N/A","0","false","7087649.672","true","0","false","33222234.432","31000275.759","33222234.432","6","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1087906.49","false","-1","N/A","0","false","361246.94","false","0","false","2866945.448","2808080.122","2866945.448","0","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","838958.18","false","8","kg","838958.18","false","838958.18","false","0","false","3445437.72","0","3445437.72","0","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12162.672","true","-1","N/A","0","false","12162.672","true","0","false","38122.73","0","38122.73","6","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6750486.465","false","8","kg","6750486.465","false","6750486.465","false","0","false","42954145.48",,"42954145.48","0","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","436931.88","false","8","kg","436931.88","false","436931.88","false","0","false","2073298.962","0","2073298.962","0","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63952706.472","true","-1","N/A","0","false","63952706.472","true","0","false","280477228.731","0","280477228.731","6","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","413294682.913","true","-1","N/A","0","false","413294682.913","true","0","false","2948688968.172",,"2948688968.172","6","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","451611.205","true","-1","N/A","0","false","451611.205","true","0","false","3561913.837",,"3561913.837","6","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","M","Import","0","W00","World","0","W00","World","H3","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","367901.98","false","8","kg","367901.98","false","367901.98","false","0","false","1110634.893",,"1110634.893","0","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","170591","false","8","kg","170591","false","170591","false","0","false","949306.177",,"949306.177","0","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6437158","false","8","kg","6437158","false","6437158","false","0","false","19090702.93",,"19090702.93","0","false","true",
"C","A","20210101","2021","52","2021","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","507620.6","false","8","kg","507620.6","false","507620.6","false","0","false","419900.32","0","419900.32","0","false","true",
"C","A","20210101","2021","52","2021","275","PSE","State of Palestine","M","Import","0","W00","World","0","W00","World","H4","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8348721.514","true","-1","N/A","0","false","8348721.514","true","0","false","35249257.97","0","35249257.97","6","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15000","false","8","kg","15000","false","15000","false","0","false","51964.5","50100","51964.5","0","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1491954.35","0","1491954.35","0","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","810","false","8","kg","810","false","810","false","0","false","24996.56","0","24996.56","0","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21063000.705","false","8","kg","21063000.705","false","21063000.705","false","0","false","55305075.87",,"55305075.87","0","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","80","false","8","kg","80","false","80","false","0","false","470.87","0","470.87","0","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49657","false","8","kg","49657","false","49657","false","0","false","320864.436","0","320864.436","0","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","161030021.973","true","-1","N/A","0","false","161030021.973","true","0","false","458832408.097",,"458832408.097","6","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2413.768","true","-1","N/A","0","false","2413.768","true","0","false","14986.863",,"14986.863","6","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","M","Import","0","W00","World","0","W00","World","H3","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6000","false","8","kg","6000","false","6000","false","0","false","3493.737",,"3493.737","0","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1083.82","false","8","kg","1083.82","false","1083.82","false","0","false","7730.52",,"7730.52","0","false","true",
"C","A","20210101","2021","52","2021","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9800","false","8","kg","9800","false","9800","false","0","false","11416.08","0","11416.08","0","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15874032.961","false","-1","N/A","0","false","9449343.547","false","0","false","46113042.129","44154051.526","46113042.129","0","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6168010.436","true","-1","N/A","0","false","6168010.436","true","0","false","24622237.14","0","24622237.14","6","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","664856.59","false","8","kg","664856.59","false","664856.59","false","0","false","3314949.28","0","3314949.28","0","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9843490.162","false","8","kg","9843490.162","false","9843490.162","false","0","false","60106788.69",,"60106788.69","0","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1385392.74","false","8","kg","1385392.74","false","1385392.74","false","0","false","5650296.77","0","5650296.77","0","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27066330.311","true","-1","N/A","0","false","27066330.311","true","0","false","169938166.785","0","169938166.785","6","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","544960700.546","true","-1","N/A","0","false","544960700.546","true","0","false","2431486244.608",,"2431486244.608","6","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1608828.409","true","-1","N/A","0","false","1608828.409","true","0","false","10073676.674",,"10073676.674","6","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","M","Import","0","W00","World","0","W00","World","H3","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1828358.891","false","8","kg","1828358.891","false","1828358.891","false","0","false","3407240.085",,"3407240.085","0","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","918395","false","8","kg","918395","false","918395","false","0","false","2876863.072",,"2876863.072","0","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19704696.58","false","8","kg","19704696.58","false","19704696.58","false","0","false","54733658.16",,"54733658.16","0","false","true",
"C","A","20210101","2021","52","2021","270","GMB","Gambia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","581751.92","false","8","kg","581751.92","false","581751.92","false","0","false","249716.8","0","249716.8","0","false","true",
"C","A","20210101","2021","52","2021","275","PSE","State of Palestine","M","Import","0","W00","World","0","W00","World","H4","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16794683.025","true","-1","N/A","0","false","16794683.025","true","0","false","105158059.22","0","105158059.22","6","false","true",
"C","A","20210101","2021","52","2021","276","DEU","Germany","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1173902992.855","true","-1","N/A","0","false","1173902992.855","true","0","false","3837836014.552","0","3837836014.552","6","false","true",
"C","A","20210101","2021","52","2021","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","93757.41","false","8","kg","93455.05","false","128062.387","false","0","false","381193.321",,"381193.321","0","false","true",
"C","A","20210101","2021","52","2021","296","KIR","Kiribati","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16209.89","true","-1","N/A","0","false","16209.89","true","0","false","285700.018",,"285700.018","6","false","true",
"C","A","20210101","2021","52","2021","300","GRC","Greece","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","288154275.444","0","288154275.444","0","false","true",
"C","A","20210101","2021","52","2021","308","GRD","Grenada","M","Import","0","W00","World","0","W00","World","H4","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","48234","false","8","kg","48234","false","48234","false","0","false","280545.926","0","280545.926","0","false","true",
"C","A","20210101","2021","52","2021","320","GTM","Guatemala","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","763696","false","8","kg","763696","false","763696","false","0","false","2952724","0","2952724","0","false","true",
"C","A","20210101","2021","52","2021","328","GUY","Guyana","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","52864.03","false","8","kg","52864.03","false","52864.03","false","0","false","309292.109","245749.824","309292.109","0","false","true",
"C","A","20210101","2021","52","2021","340","HND","Honduras","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","794308.57","false","8","kg","794308.57","false","794308.57","false","0","false","247399.68","0","247399.68","0","false","true",
"C","A","20210101","2021","52","2021","344","HKG","China, Hong Kong SAR","M","Import","0","W00","World","0","W00","World","H5","HS","true","0901","Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8953744","false","8","kg","8953744","false","8953744","false","0","false","55135753.984","0","55135753.984","0","false","true",
"C","A","20210101","2021","52","2021","276","DEU","Germany","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","277367884.312","true","-1","N/A","0","false","277367884.312","true","0","false","763045646.068","0","763045646.068","6","false","true",
"C","A","20210101","2021","52","2021","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","101590","false","8","kg","101590","false","101610.01","false","0","false","259980.407",,"259980.407","0","false","true",
"C","A","20210101","2021","52","2021","300","GRC","Greece","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3856286","false","8","kg","3856286","false","3856286","false","0","false","10732335.781","0","10732335.781","0","false","true",
"C","A","20210101","2021","52","2021","320","GTM","Guatemala","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4712039.742","true","-1","N/A","0","false","4712039.742","true","0","false","1734314","0","1734314","6","false","true",
"C","A","20210101","2021","52","2021","328","GUY","Guyana","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1060","false","8","kg","1060","false","1060","false","0","false","6463.214","6463.214","6463.214","0","false","true",
"C","A","20210101","2021","52","2021","340","HND","Honduras","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2000.39","false","8","kg","2000.39","false","2000.39","false","0","false","2925.44","0","2925.44","0","false","true",
"C","A","20210101","2021","52","2021","344","HKG","China, Hong Kong SAR","M","Import","0","W00","World","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27652","false","8","kg","27652","false","27652","false","0","false","103342.481","0","103342.481","0","false","true",
"C","A","20210101","2021","52","2021","276","DEU","Germany","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","533596231.361","true","-1","N/A","0","false","533596231.361","true","0","false","2680688851.215","0","2680688851.215","6","false","true",
"C","A","20210101","2021","52","2021","288","GHA","Ghana","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2074352.35","false","8","kg","2074352.35","false","3074024.55","false","0","false","5193203.185",,"5193203.185","0","false","true",
"C","A","20210101","2021","52","2021","296","KIR","Kiribati","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","112569.794","true","-1","N/A","0","false","112569.794","true","0","false","663159.642",,"663159.642","6","false","true",
"C","A","20210101","2021","52","2021","300","GRC","Greece","M","Import","0","W00","World","0","W00","World","H5","HS","true","1806","Chocolate and other food preparations containing cocoa","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32305071.72","true","-1","N/A","0","false","32305071.72","true","0","false","151135940.646","0","151135940.646","6","false","true",
