year,country_code,country,commodity_code,commodity_description,net_weight_kg,import_value_usd,sector,product_group,avg_price_usd_kg,population,gdp_per_capita,import_value_usd_per_capita,net_weight_kg_per_capita
2023,CZE,Czechia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",66267077.162,373554609.0,Coffee,Coffee total,5.6371070673117005,10864042.0,31761.5944102491,34.38449602827382,6.099670561104237
2023,DNK,Denmark,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",41775612.496,300755232.089,Coffee,Coffee total,7.199301557045925,5946952.0,68043.5466971243,50.57300480800921,7.0247098843239355
2023,HRV,Croatia,1801,"Cocoa beans; whole or broken, raw or roasted",2165514.139,6457958.0,Cocoa,Cocoa beans,2.982182329680924,3859686.0,22184.2279304842,1.6731822225953095,0.5610596662526434
2023,CYP,Cyprus,1801,"Cocoa beans; whole or broken, raw or roasted",789.0,5969.684,Cocoa,Cocoa beans,7.566139416983524,1344976.0,36623.69140625,0.004438505965905712,0.0005866275680755642
2023,CZE,Czechia,1801,"Cocoa beans; whole or broken, raw or roasted",90701.315,594712.0,Cocoa,Cocoa beans,6.5568178366542975,10864042.0,31761.5944102491,0.05474132003539751,0.008348763287181695
2023,DNK,Denmark,1801,"Cocoa beans; whole or broken, raw or roasted",49744.0,506320.528,Cocoa,Cocoa beans,10.17852460598263,5946952.0,68043.5466971243,0.08513950137818499,0.008364621069751362
2023,HRV,Croatia,1806,Chocolate and other food preparations containing cocoa,48591418.669,268468406.0,Cocoa,Chocolate and cocoa preparations,5.525016831238878,3859686.0,22184.2279304842,69.55705878664742,12.589474550261343
2023,CYP,Cyprus,1806,Chocolate and other food preparations containing cocoa,5667670.0,42387724.845,Cocoa,Chocolate and cocoa preparations,7.478862538750492,1344976.0,36623.69140625,31.515599419617896,4.213956234163287
2023,CZE,Czechia,1806,Chocolate and other food preparations containing cocoa,,566918308.0,Cocoa,Chocolate and cocoa preparations,,10864042.0,31761.5944102491,52.18300039708978,
2023,DNK,Denmark,1806,Chocolate and other food preparations containing cocoa,62516248.0,444515762.642,Cocoa,Chocolate and cocoa preparations,7.110403724836462,5946952.0,68043.5466971243,74.74682200932511,10.512317570412542
2023,EST,Estonia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",11172399.482,69781916.45,Coffee,Coffee total,6.245920275445446,1370286.0,30264.0064885057,50.925074364037876,8.153334035376558
2023,FIN,Finland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",58505730.438,314910762.981,Coffee,Coffee total,5.3825627100702365,5583911.0,52834.2916752703,56.39609280681587,10.477554251491473
2023,FRA,France,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",380520779.628,3336532564.957,Coffee,Coffee total,8.768332095342648,68372286.0,44700.1384177544,48.79948821598564,5.56542426602498
2023,EST,Estonia,1801,"Cocoa beans; whole or broken, raw or roasted",18772838.45,51960758.41,Cocoa,Cocoa beans,2.7678690437992874,1370286.0,30264.0064885057,37.91964481137514,13.69994180047085
2023,FIN,Finland,1801,"Cocoa beans; whole or broken, raw or roasted",41467.875,256131.992,Cocoa,Cocoa beans,6.176636540936809,5583911.0,52834.2916752703,0.045869640830593465,0.007426313743181079
2023,FRA,France,1801,"Cocoa beans; whole or broken, raw or roasted",,481172978.732,Cocoa,Cocoa beans,,68372286.0,44700.1384177544,7.037544111542504,
2023,EST,Estonia,1806,Chocolate and other food preparations containing cocoa,11844498.104,76746533.25,Cocoa,Chocolate and cocoa preparations,6.479509100016823,1370286.0,30264.0064885057,56.00767522254478,8.643814578854341
2023,FIN,Finland,1806,Chocolate and other food preparations containing cocoa,29540159.34,205699413.424,Cocoa,Chocolate and cocoa preparations,6.963381986415514,5583911.0,52834.2916752703,36.837874640910286,5.290227466017994
2023,FRA,France,1806,Chocolate and other food preparations containing cocoa,503157006.403,2746172697.366,Cocoa,Chocolate and cocoa preparations,5.4578842437234645,68372286.0,44700.1384177544,40.1649975161866,7.35907830261811
2023,DEU,Germany,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",1022186797.528,4192865382.429,Coffee,Coffee total,4.101858283210851,83287273.0,54776.7668235491,50.342209936793104,12.273025165897796
2023,GRC,Greece,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",56846759.0,375968936.903,Coffee,Coffee total,6.613726860013251,10407351.0,23343.7103964562,36.12532496530577,5.462173707795577
2023,DEU,Germany,1801,"Cocoa beans; whole or broken, raw or roasted",292655512.849,907974580.96,Cocoa,Cocoa beans,3.1025370823220513,83287273.0,54776.7668235491,10.901720614144732,3.5138083203780726
2023,GRC,Greece,1801,"Cocoa beans; whole or broken, raw or roasted",4167939.0,13803834.184,Cocoa,Cocoa beans,3.3119088796645055,10407351.0,23343.7103964562,1.3263542455712314,0.40048029512985583
2023,DEU,Germany,1806,Chocolate and other food preparations containing cocoa,540035699.72,3153913875.24,Cocoa,Chocolate and cocoa preparations,5.84019515168211,83287273.0,54776.7668235491,37.86789699838053,6.484012265835622
2023,GRC,Greece,1806,Chocolate and other food preparations containing cocoa,34421985.803,185897954.127,Cocoa,Chocolate and cocoa preparations,5.400558677553063,10407351.0,23343.7103964562,17.86217781325911,3.307468519414787
2023,HUN,Hungary,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",24243367.202,144630387.315,Coffee,Coffee total,5.965771425640431,9592186.0,22230.6277875187,15.07793815872628,2.5274079549750184
2023,IRL,Ireland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",21658494.018,141865514.828,Coffee,Coffee total,6.550109841898427,5311538.0,106818.917130804,26.708933425309205,4.077631378708013
2023,ITA,Italy,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",666876821.0,2484604701.561,Coffee,Coffee total,3.7257325840704243,58984216.0,39277.0838783918,42.12321312469424,11.306021614324754
2023,LVA,Latvia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",10801150.866,86785902.173,Coffee,Coffee total,8.034875472963327,1883710.0,22710.2637544197,46.07179564423398,5.733977558116695
2023,LTU,Lithuania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",23415376.756,196938520.0,Coffee,Coffee total,8.410649209372046,2871585.0,27786.0057829276,68.58181805518555,8.154164601082678
2023,LUX,Luxembourg,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",16387926.037,138205472.894,Coffee,Coffee total,8.433371775169428,666430.0,133230.619178899,207.38182989061116,24.59061872514743
2023,MLT,Malta,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",869016.0,9839677.438,Coffee,Coffee total,11.322780521877617,552747.0,40905.8059585057,17.801412649910354,1.5721767825062822
2023,HUN,Hungary,1801,"Cocoa beans; whole or broken, raw or roasted",19734.964,178674.572,Cocoa,Cocoa beans,9.053706507901406,9592186.0,22230.6277875187,0.018627096263562862,0.0020574000545860974
2023,IRL,Ireland,1801,"Cocoa beans; whole or broken, raw or roasted",76354.0,360755.544,Cocoa,Cocoa beans,4.724775964586007,5311538.0,106818.917130804,0.06791922490246705,0.014375120727744018
2023,ITA,Italy,1801,"Cocoa beans; whole or broken, raw or roasted",101547826.0,321594783.902,Cocoa,Cocoa beans,3.166929284158186,58984216.0,39277.0838783918,5.45221765602513,1.7216101677099513
2023,LVA,Latvia,1801,"Cocoa beans; whole or broken, raw or roasted",37897.42,390047.111,Cocoa,Cocoa beans,10.292181130008322,1883710.0,22710.2637544197,0.2070632480583529,0.020118500193766556
2023,LTU,Lithuania,1801,"Cocoa beans; whole or broken, raw or roasted",2828791.5,2969578.0,Cocoa,Cocoa beans,1.049769132861153,2871585.0,27786.0057829276,1.0341250563713071,0.9850976028917827
2023,LUX,Luxembourg,1801,"Cocoa beans; whole or broken, raw or roasted",6631.478,46151.843,Cocoa,Cocoa beans,6.959510836045901,666430.0,133230.619178899,0.06925234908392479,0.009950749516078208
2023,MLT,Malta,1801,"Cocoa beans; whole or broken, raw or roasted",575.0,9644.916,Cocoa,Cocoa beans,16.773766956521737,552747.0,40905.8059585057,0.017449060781876698,0.0010402589249692898
2023,HUN,Hungary,1806,Chocolate and other food preparations containing cocoa,72383889.818,386550523.0,Cocoa,Chocolate and cocoa preparations,5.340283921904883,9592186.0,22230.6277875187,40.29848076340471,7.5461307587238196
2023,IRL,Ireland,1806,Chocolate and other food preparations containing cocoa,68900157.346,448573513.472,Cocoa,Chocolate and cocoa preparations,6.510486053310036,5311538.0,106818.917130804,84.45266012819638,12.97179034509402
2023,ITA,Italy,1806,Chocolate and other food preparations containing cocoa,130198050.757,779927723.055,Cocoa,Chocolate and cocoa preparations,5.990317969588095,58984216.0,39277.0838783918,13.222651345488766,2.2073371418041736
2023,LVA,Latvia,1806,Chocolate and other food preparations containing cocoa,19357855.738,103930161.137,Cocoa,Chocolate and cocoa preparations,5.368888090894398,1883710.0,22710.2637544197,55.17312173158288,10.276452181068212
2023,LTU,Lithuania,1806,Chocolate and other food preparations containing cocoa,35558656.03,184262757.0,Cocoa,Chocolate and cocoa preparations,5.181938171244207,2871585.0,27786.0057829276,64.16761370462653,12.382936959901937
2023,LUX,Luxembourg,1806,Chocolate and other food preparations containing cocoa,7801222.972,77980855.666,Cocoa,Chocolate and cocoa preparations,9.995978315949612,666430.0,133230.619178899,117.01282305118316,11.705990084479991
2023,MLT,Malta,1806,Chocolate and other food preparations containing cocoa,3741260.0,29963820.811,Cocoa,Chocolate and cocoa preparations,8.009018568877865,552747.0,40905.8059585057,54.208925260562246,6.768485401096704
2023,NLD,Netherlands,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",252724386.484,1464979535.374,Coffee,Coffee total,5.7967478158929,17877117.0,63515.6030780019,81.94719178567775,14.136752949818474
2023,POL,Poland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",197406694.723,1004019509.0,Coffee,Coffee total,5.086045893270412,36687353.0,22145.2660647429,27.366910580875103,5.380783255826605
2023,PRT,Portugal,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",63697180.515,381815102.233,Coffee,Coffee total,5.994222964752524,10578174.0,27634.6183139773,36.09461351581095,6.021566719832743
2023,ROU,Romania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",57868735.606,384884253.68,Coffee,Coffee total,6.6509877855374135,19061062.0,18244.4186876321,20.192172591432733,3.0359659711510303
2023,NLD,Netherlands,1801,"Cocoa beans; whole or broken, raw or roasted",798132036.167,2218659815.172,Cocoa,Cocoa beans,2.779815512514737,17877117.0,63515.6030780019,124.10613048916109,44.645455761519045
2023,POL,Poland,1801,"Cocoa beans; whole or broken, raw or roasted",11713673.901,38361489.0,Cocoa,Cocoa beans,3.2749322991418657,36687353.0,22145.2660647429,1.0456325099278763,0.3192837025064196
2023,PRT,Portugal,1801,"Cocoa beans; whole or broken, raw or roasted",162208.0,653784.746,Cocoa,Cocoa beans,4.030533302919708,10578174.0,27634.6183139773,0.061805066356443,0.015334215527178887
2023,ROU,Romania,1801,"Cocoa beans; whole or broken, raw or roasted",16042.932,101320.98,Cocoa,Cocoa beans,6.315614876382945,19061062.0,18244.4186876321,0.0053155999387652164,0.0008416599243001256
2023,NLD,Netherlands,1806,Chocolate and other food preparations containing cocoa,309629854.298,1718873891.677,Cocoa,Chocolate and cocoa preparations,5.5513829426237695,17877117.0,63515.6030780019,96.1493898416059,17.319898633431777
2023,POL,Poland,1806,Chocolate and other food preparations containing cocoa,233285063.102,1221940852.0,Cocoa,Chocolate and cocoa preparations,5.237972957855972,36687353.0,22145.2660647429,33.306868773007416,6.358732479336953
2023,PRT,Portugal,1806,Chocolate and other food preparations containing cocoa,58714884.443,319237721.031,Cocoa,Chocolate and cocoa preparations,5.43708335730293,10578174.0,27634.6183139773,30.17890621112869,5.550568977500276
2023,ROU,Romania,1806,Chocolate and other food preparations containing cocoa,,499222686.98,Cocoa,Chocolate and cocoa preparations,,19061062.0,18244.4186876321,26.190706844141214,
2023,SVK,Slovakia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",35184154.239,222810367.153,Coffee,Coffee total,6.3326907232013285,5426740.0,24614.8734642794,41.05786662950501,6.483478891378618
2023,SVN,Slovenia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",22706741.523,109610398.198,Coffee,Coffee total,4.827218299330795,2120461.0,32660.4753581346,51.69177749461084,10.708398561916487
2023,SVK,Slovakia,1801,"Cocoa beans; whole or broken, raw or roasted",8860884.314,33122557.862,Cocoa,Cocoa beans,3.738064586811849,5426740.0,24614.8734642794,6.103582972834519,1.6328190246814844
2023,SVN,Slovenia,1801,"Cocoa beans; whole or broken, raw or roasted",29846.734,161862.598,Cocoa,Cocoa beans,5.423125960783515,2120461.0,32660.4753581346,0.07633368310004286,0.014075587336904569
2023,SVK,Slovakia,1806,Chocolate and other food preparations containing cocoa,56195092.673,335876901.041,Cocoa,Chocolate and cocoa preparations,5.9769792176600225,5426740.0,24614.8734642794,61.89294144200754,10.355221122257563
2023,SVN,Slovenia,1806,Chocolate and other food preparations containing cocoa,23674985.553,156419301.546,Cocoa,Chocolate and cocoa preparations,6.606943906927925,2120461.0,32660.4753581346,73.76664864196984,11.165018150770045
2023,ESP,Spain,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",,1392296928.936,Coffee,Coffee total,,48352528.0,33493.2225409111,28.794708085087095,
2023,ESP,Spain,1801,"Cocoa beans; whole or broken, raw or roasted",97800485.374,283360652.368,Cocoa,Cocoa beans,2.897333804473435,48352528.0,33493.2225409111,5.860306877191611,2.0226550589867816
2023,ESP,Spain,1806,Chocolate and other food preparations containing cocoa,163562141.828,837330703.873,Cocoa,Chocolate and cocoa preparations,5.119342988021806,48352528.0,33493.2225409111,17.31720632834337,3.3827009381598416
2023,SWE,Sweden,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",104351995.427,528199864.371,Coffee,Coffee total,5.061713120191411,10536632.0,54950.2834725622,50.12985784935832,9.903733510575297
2023,SWE,Sweden,1801,"Cocoa beans; whole or broken, raw or roasted",72098.269,333171.169,Cocoa,Cocoa beans,4.621070292270123,10536632.0,54950.2834725622,0.03162027192370389,0.006842629504380527
2023,SWE,Sweden,1806,Chocolate and other food preparations containing cocoa,84663984.796,510538493.666,Cocoa,Chocolate and cocoa preparations,6.030173218236246,10536632.0,54950.2834725622,48.453670363167284,8.03520373455199
2024,AUT,Austria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",60392238.164,531520212.664,Coffee,Coffee total,8.801134530245657,9177982.0,58268.8787651601,57.9125359653135,6.58012166116691
2024,BEL,Belgium,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",171108601.92,947009249.709,Coffee,Coffee total,5.534550800384449,11858610.0,56614.5679499036,79.85836870501686,14.429060566120311
2024,BGR,Bulgaria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",40469273.971,235715184.629,Coffee,Coffee total,5.824546909290042,6441421.0,17596.0173663521,36.593662272501675,6.282662470128874
2024,AUT,Austria,1801,"Cocoa beans; whole or broken, raw or roasted",20828861.475,138389638.138,Cocoa,Cocoa beans,6.644128787552945,9177982.0,58268.8787651601,15.078438608617887,2.2694380393206264
2024,BEL,Belgium,1801,"Cocoa beans; whole or broken, raw or roasted",121054586.49,727437638.471,Cocoa,Cocoa beans,6.009170404552096,11858610.0,56614.5679499036,61.34257206122808,10.208159850943744
2024,BGR,Bulgaria,1801,"Cocoa beans; whole or broken, raw or roasted",34827966.0,131748754.733,Cocoa,Cocoa beans,3.782843785163911,6441421.0,17596.0173663521,20.453368089587684,5.406876215667319
2024,AUT,Austria,1806,Chocolate and other food preparations containing cocoa,97144676.102,736271621.818,Cocoa,Chocolate and cocoa preparations,7.579124779261493,9177982.0,58268.8787651601,80.22151512369494,10.584535478714166
2024,BEL,Belgium,1806,Chocolate and other food preparations containing cocoa,221913570.261,1356006673.144,Cocoa,Chocolate and cocoa preparations,6.110517133085439,11858610.0,56614.5679499036,114.34785975287154,18.713286823750845
2024,BGR,Bulgaria,1806,Chocolate and other food preparations containing cocoa,46888366.737,329274317.726,Cocoa,Chocolate and cocoa preparations,7.0225162580927964,6441421.0,17596.0173663521,51.11827308384284,7.279196117906283
2024,HRV,Croatia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",20043032.604,129932114.0,Coffee,Coffee total,6.482657418522054,3866200.0,24050.4397933135,33.607188971082714,5.18416859034711
2024,CYP,Cyprus,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",3853176.0,43331501.958,Coffee,Coffee total,11.245658635369887,1358282.0,38674.29296875,31.90169784919479,2.836801194450048
2024,CZE,Czechia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",54424312.922,376906978.0,Coffee,Coffee total,6.925341961416705,10905028.0,31823.3078290564,34.56267861027042,4.990754074359094
2024,DNK,Denmark,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",41537699.0,317184420.765,Coffee,Coffee total,7.636061418929343,5976992.0,71026.4832271897,53.06756655605361,6.949599229846719
2024,HRV,Croatia,1801,"Cocoa beans; whole or broken, raw or roasted",1267411.911,10172408.0,Cocoa,Cocoa beans,8.026126243340945,3866200.0,24050.4397933135,2.63111272050075,0.32781850680254515
2024,CYP,Cyprus,1801,"Cocoa beans; whole or broken, raw or roasted",285.0,2803.365,Cocoa,Cocoa beans,9.836368421052631,1358282.0,38674.29296875,0.0020639049917469273,0.00020982388046075851
2024,CZE,Czechia,1801,"Cocoa beans; whole or broken, raw or roasted",,1086534.0,Cocoa,Cocoa beans,,10905028.0,31823.3078290564,0.0996360577891226,
2024,DNK,Denmark,1801,"Cocoa beans; whole or broken, raw or roasted",71825.0,857138.571,Cocoa,Cocoa beans,11.933707915071354,5976992.0,71026.4832271897,0.14340634402722974,0.01201691419362783
2024,HRV,Croatia,1806,Chocolate and other food preparations containing cocoa,50791626.277,349852095.0,Cocoa,Chocolate and cocoa preparations,6.8879876594623575,3866200.0,24050.4397933135,90.48991128239615,13.137350958822617
2024,CYP,Cyprus,1806,Chocolate and other food preparations containing cocoa,6359761.0,50302159.841,Cocoa,Chocolate and cocoa preparations,7.909441854969078,1358282.0,38674.29296875,37.03366446805597,4.682209585343839
2024,CZE,Czechia,1806,Chocolate and other food preparations containing cocoa,102133990.684,666947642.0,Cocoa,Chocolate and cocoa preparations,6.530124178379745,10905028.0,31823.3078290564,61.15964507381366,9.365770604532148
2024,DNK,Denmark,1806,Chocolate and other food preparations containing cocoa,63640860.27,504063742.894,Cocoa,Chocolate and cocoa preparations,7.920442004641053,5976992.0,71026.4832271897,84.33401665821202,10.647640195938024
2024,EST,Estonia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",12234083.92,80272148.78,Coffee,Coffee total,6.561353453589846,1372341.0,31428.3547816104,58.49285912174889,8.914755093668411
2024,FIN,Finland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",63882567.142,354725810.892,Coffee,Coffee total,5.552779525962151,5619911.0,53149.7671934051,63.119471267783425,11.36718484367457
2024,FRA,France,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",381496182.212,3417785555.365,Coffee,Coffee total,8.958898449646117,68551653.0,46103.0840855884,49.85708448729894,5.565090928033493
2024,EST,Estonia,1801,"Cocoa beans; whole or broken, raw or roasted",25085310.105,153415266.32,Cocoa,Cocoa beans,6.115741271598683,1372341.0,31428.3547816104,111.790922460234,18.27921056428395
2024,FIN,Finland,1801,"Cocoa beans; whole or broken, raw or roasted",42340.0,419223.351,Cocoa,Cocoa beans,9.901354534718942,5619911.0,53149.7671934051,0.07459608363904696,0.007533927138703798
2024,FRA,France,1801,"Cocoa beans; whole or broken, raw or roasted",127941092.362,753855775.613,Cocoa,Cocoa beans,5.89220993580405,68551653.0,46103.0840855884,10.996901498684503,1.866345839421261
2024,EST,Estonia,1806,Chocolate and other food preparations containing cocoa,11804378.026,86421414.0,Cocoa,Chocolate and cocoa preparations,7.32113236374255,1372341.0,31428.3547816104,62.973717173792814,8.601636201206551
2024,FIN,Finland,1806,Chocolate and other food preparations containing cocoa,28034387.069,208075993.855,Cocoa,Chocolate and cocoa preparations,7.42217025622391,5619911.0,53149.7671934051,37.024784530395586,4.98840409910406
2024,FRA,France,1806,Chocolate and other food preparations containing cocoa,517555325.223,3380260250.673,Cocoa,Chocolate and cocoa preparations,6.5312056237012746,68551653.0,46103.0840855884,49.30968259325563,7.549859158363402
2024,DEU,Germany,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",1211124229.264,5463719519.39,Coffee,Coffee total,4.511279179601833,83516593.0,56103.7323182554,65.42076637860455,14.501600050471406
2024,GRC,Greece,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",58884250.85,427277051.102,Coffee,Coffee total,7.256219531270474,10405134.0,24626.1481858973,41.06406040537296,5.659153534207248
2024,DEU,Germany,1801,"Cocoa beans; whole or broken, raw or roasted",252849897.653,1557322752.756,Cocoa,Cocoa beans,6.15908002024664,83516593.0,56103.7323182554,18.64686641079815,3.027540858293872
2024,GRC,Greece,1801,"Cocoa beans; whole or broken, raw or roasted",4411998.0,34231405.558,Cocoa,Cocoa beans,7.758708312651093,10405134.0,24626.1481858973,3.2898572529676215,0.42402125719860984
2024,DEU,Germany,1806,Chocolate and other food preparations containing cocoa,532771028.617,3692456123.432,Cocoa,Chocolate and cocoa preparations,6.93066237670075,83516593.0,56103.7323182554,44.212245624435376,6.379223690518601
2024,GRC,Greece,1806,Chocolate and other food preparations containing cocoa,40293268.906,225920242.511,Cocoa,Chocolate and cocoa preparations,5.606897842864236,10405134.0,24626.1481858973,21.712381840637516,3.872441133963292
2024,HUN,Hungary,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",26363168.962,182143354.165,Coffee,Coffee total,6.909008337637342,9562065.0,23292.3263882478,19.0485375454988,2.7570581210230216
2024,IRL,Ireland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",19213687.681,140204474.114,Coffee,Coffee total,7.297114246977437,5395790.0,112894.953240805,25.984049437431775,3.5608664683021396
2024,ITA,Italy,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",677829807.0,3112607608.601,Coffee,Coffee total,4.592019377809686,58952704.0,40385.3413957669,52.79838578059116,11.497857791221925
2024,LVA,Latvia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",11237872.742,93774347.372,Coffee,Coffee total,8.344492727839077,1866124.0,23409.0845154775,50.25086616537808,6.022039661887421
2024,LTU,Lithuania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",26424509.338,231606934.0,Coffee,Coffee total,8.76485277503093,2888278.0,29384.0189598663,80.1885878021437,9.148880176354215
2024,LUX,Luxembourg,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",15843497.192,137641661.112,Coffee,Coffee total,8.68758074331598,677012.0,137781.681659123,203.30756487625032,23.402092122443914
2024,MLT,Malta,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",967311.0,11152593.9,Coffee,Coffee total,11.529481107937364,568847.0,43898.5781808597,19.605612581238894,1.7004765780605329
2024,HUN,Hungary,1801,"Cocoa beans; whole or broken, raw or roasted",15189.663,191780.251,Cocoa,Cocoa beans,12.625708088454628,9562065.0,23292.3263882478,0.02005636345287341,0.0015885337529079754
2024,IRL,Ireland,1801,"Cocoa beans; whole or broken, raw or roasted",34432.189,197529.022,Cocoa,Cocoa beans,5.736754697762608,5395790.0,112894.953240805,0.03660798919157343,0.006381306351803906
2024,ITA,Italy,1801,"Cocoa beans; whole or broken, raw or roasted",91556463.0,558373398.636,Cocoa,Cocoa beans,6.098678130849158,58952704.0,40385.3413957669,9.471548559265408,1.5530494241621216
2024,LVA,Latvia,1801,"Cocoa beans; whole or broken, raw or roasted",2273.0,36567.694,Cocoa,Cocoa beans,16.08785481742191,1866124.0,23409.0845154775,0.019595532772741793,0.0012180326709264765
2024,LTU,Lithuania,1801,"Cocoa beans; whole or broken, raw or roasted",1723891.91,7005882.0,Cocoa,Cocoa beans,4.063991459882192,2888278.0,29384.0189598663,2.4256259265901687,0.5968580275167418
2024,LUX,Luxembourg,1801,"Cocoa beans; whole or broken, raw or roasted",32160.63,227485.384,Cocoa,Cocoa beans,7.073411932539878,677012.0,137781.681659123,0.3360138136399355,0.047503781321453685
2024,MLT,Malta,1801,"Cocoa beans; whole or broken, raw or roasted",252.0,4264.579,Cocoa,Cocoa beans,16.922932539682538,568847.0,43898.5781808597,0.007496882289965491,0.000443001369436773
2024,HUN,Hungary,1806,Chocolate and other food preparations containing cocoa,,465354358.986,Cocoa,Chocolate and cocoa preparations,,9562065.0,23292.3263882478,48.66672198798063,
2024,IRL,Ireland,1806,Chocolate and other food preparations containing cocoa,88264695.676,519183589.79,Cocoa,Chocolate and cocoa preparations,5.882120657797396,5395790.0,112894.953240805,96.22012528100612,16.358067247984078
2024,ITA,Italy,1806,Chocolate and other food preparations containing cocoa,129310652.031,903522113.395,Cocoa,Chocolate and cocoa preparations,6.9872210773355015,58952704.0,40385.3413957669,15.32622003894851,2.1934643070994673
2024,LVA,Latvia,1806,Chocolate and other food preparations containing cocoa,19550393.512,112227672.373,Cocoa,Chocolate and cocoa preparations,5.740430355231205,1866124.0,23409.0845154775,60.13945074014374,10.476470755426755
2024,LTU,Lithuania,1806,Chocolate and other food preparations containing cocoa,32718337.229,202957504.0,Cocoa,Chocolate and cocoa preparations,6.203172935698823,2888278.0,29384.0189598663,70.26937988656216,11.327973702323668
2024,LUX,Luxembourg,1806,Chocolate and other food preparations containing cocoa,8354810.806,88584611.431,Cocoa,Chocolate and cocoa preparations,10.602826741137338,677012.0,137781.681659123,130.8464420586341,12.340713024289082
2024,MLT,Malta,1806,Chocolate and other food preparations containing cocoa,4103308.0,31543005.208,Cocoa,Chocolate and cocoa preparations,7.687213635437554,568847.0,43898.5781808597,55.450771838473266,7.213377235003437
2024,NLD,Netherlands,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",248121487.07,1527900894.128,Coffee,Coffee total,6.15787416144636,17993485.0,67520.4218956281,84.9141172000866,13.78951809891191
2024,POL,Poland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",210268471.557,1237634311.0,Coffee,Coffee total,5.8859718807843215,36559233.0,25103.565661423,33.85285219194834,5.751446469268106
