year,country_code,country,commodity_code,commodity_description,net_weight_kg,import_value_usd,sector,product_group,avg_price_usd_kg,population,gdp_per_capita,import_value_usd_per_capita,net_weight_kg_per_capita
2021,IRL,Ireland,1801,"Cocoa beans; whole or broken, raw or roasted",33911.149,204319.571,Cocoa,Cocoa beans,6.025144444383174,5110585.0,103783.446284479,0.039979683539164305,0.006635473042714287
2021,ITA,Italy,1801,"Cocoa beans; whole or broken, raw or roasted",106981530.0,341767283.402,Cocoa,Cocoa beans,3.1946382090628167,59133173.0,36852.5425414951,5.779620237899293,1.8091626843700743
2021,LVA,Latvia,1801,"Cocoa beans; whole or broken, raw or roasted",24115.256,667242.946,Cocoa,Cocoa beans,27.668914068339145,1884490.0,20261.8887788916,0.35407083401875306,0.012796701494834146
2021,LTU,Lithuania,1801,"Cocoa beans; whole or broken, raw or roasted",2554419.9,1947047.0,Cocoa,Cocoa beans,0.7622266801162957,2808380.0,23870.4594851722,0.6932989837557596,0.9095706065418497
2021,LUX,Luxembourg,1801,"Cocoa beans; whole or broken, raw or roasted",3063.634,41113.118,Cocoa,Cocoa beans,13.41972246032,640064.0,134965.815442152,0.06423282359264074,0.004786449480051995
2021,MLT,Malta,1801,"Cocoa beans; whole or broken, raw or roasted",823.0,13366.148,Cocoa,Cocoa beans,16.24076306196841,518150.0,38096.8360735119,0.025795904660812503,0.0015883431438772557
2021,HUN,Hungary,1806,Chocolate and other food preparations containing cocoa,0.0,336954657.0,Cocoa,Chocolate and cocoa preparations,,9630932.0,19030.628130329,34.98671333158619,0.0
2021,IRL,Ireland,1806,Chocolate and other food preparations containing cocoa,62879359.079,382605114.689,Cocoa,Chocolate and cocoa preparations,6.084748958848401,5110585.0,103783.446284479,74.8652286751908,12.303749781874288
2021,ITA,Italy,1806,Chocolate and other food preparations containing cocoa,135124455.0,712039783.919,Cocoa,Chocolate and cocoa preparations,5.269510866252893,59133173.0,36852.5425414951,12.041291677667965,2.2850871709522504
2021,LVA,Latvia,1806,Chocolate and other food preparations containing cocoa,17180523.635,80986103.683,Cocoa,Chocolate and cocoa preparations,4.713832092871481,1884490.0,20261.8887788916,42.9750774389888,9.1168027609592
2021,LTU,Lithuania,1806,Chocolate and other food preparations containing cocoa,33479026.214,138869642.0,Cocoa,Chocolate and cocoa preparations,4.147959415316822,2808380.0,23870.4594851722,49.44830898952421,11.921116876633505
2021,LUX,Luxembourg,1806,Chocolate and other food preparations containing cocoa,7205991.358,72887661.737,Cocoa,Chocolate and cocoa preparations,10.114869435151494,640064.0,134965.815442152,113.87558390567195,11.25823567330767
2021,MLT,Malta,1806,Chocolate and other food preparations containing cocoa,3213967.0,22943478.975,Cocoa,Chocolate and cocoa preparations,7.138679076356416,518150.0,38096.8360735119,44.27960817330889,6.202773328186819
2021,NLD,Netherlands,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",268630191.559,1312609110.908,Coffee,Coffee total,4.886305233563845,17533044.0,60141.9880911492,74.86487291699034,15.321366418689191
2021,POL,Poland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",194842506.744,737237410.0,Coffee,Coffee total,3.7837606501780576,36981559.0,18635.5104895754,19.935271252355804,5.268639614246657
2021,PRT,Portugal,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",60779855.835,330247399.879,Coffee,Coffee total,5.433500875282226,10361831.0,24711.4510062111,31.871529257618658,5.865744754474378
2021,ROU,Romania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",58007723.654,311749277.49,Coffee,Coffee total,5.374271870234007,19122059.0,14907.9803652143,16.303122874477065,3.033550082342074
2021,NLD,Netherlands,1801,"Cocoa beans; whole or broken, raw or roasted",713531845.0,1938995934.43,Cocoa,Cocoa beans,2.717462364178014,17533044.0,60141.9880911492,110.59094669642077,40.69640417260118
2021,POL,Poland,1801,"Cocoa beans; whole or broken, raw or roasted",14590949.55,45215945.0,Cocoa,Cocoa beans,3.098903525439165,36981559.0,18635.5104895754,1.2226619488918788,0.3945466320119171
2021,PRT,Portugal,1801,"Cocoa beans; whole or broken, raw or roasted",184712.448,563368.778,Cocoa,Cocoa beans,3.04997732475507,10361831.0,24711.4510062111,0.05436961652819854,0.01782623630900755
2021,ROU,Romania,1801,"Cocoa beans; whole or broken, raw or roasted",7718.389,65149.95,Cocoa,Cocoa beans,8.440874125416586,19122059.0,14907.9803652143,0.0034070572630280033,0.0004036379659742709
2021,NLD,Netherlands,1806,Chocolate and other food preparations containing cocoa,303497291.843,1572455266.996,Cocoa,Chocolate and cocoa preparations,5.181117951488791,17533044.0,60141.9880911492,89.68524045202875,17.310017122126652
2021,POL,Poland,1806,Chocolate and other food preparations containing cocoa,246972150.065,1093061115.0,Cocoa,Chocolate and cocoa preparations,4.425847670323638,36981559.0,18635.5104895754,29.556923627800547,6.6782514513517395
2021,PRT,Portugal,1806,Chocolate and other food preparations containing cocoa,54378809.93,258650636.269,Cocoa,Chocolate and cocoa preparations,4.756460036583224,10361831.0,24711.4510062111,24.96186593556679,5.247992360616575
2021,ROU,Romania,1806,Chocolate and other food preparations containing cocoa,91384462.821,416097518.27,Cocoa,Chocolate and cocoa preparations,4.553263272828272,19122059.0,14907.9803652143,21.760079198061256,4.779007470952788
2021,SVK,Slovakia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",39155148.035,204382016.433,Coffee,Coffee total,5.21979935436094,5447247.0,22123.3342114545,37.52024030358822,7.188061792498118
2021,SVN,Slovenia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",21588874.286,78271976.294,Coffee,Coffee total,3.6255700624815805,2108079.0,29192.8401933019,37.129527068957096,10.241017668692681
2021,SVK,Slovakia,1801,"Cocoa beans; whole or broken, raw or roasted",4694132.959,15010684.776,Cocoa,Cocoa beans,3.19775449632721,5447247.0,22123.3342114545,2.755646067821048,0.8617440991752348
2021,SVN,Slovenia,1801,"Cocoa beans; whole or broken, raw or roasted",28816.137,173806.033,Cocoa,Cocoa beans,6.03155214732634,2108079.0,29192.8401933019,0.08244758996223576,0.013669381934927486
2021,SVK,Slovakia,1806,Chocolate and other food preparations containing cocoa,64874497.249,347169847.169,Cocoa,Chocolate and cocoa preparations,5.351407130547766,5447247.0,22123.3342114545,63.73308336651524,11.909593460513173
2021,SVN,Slovenia,1806,Chocolate and other food preparations containing cocoa,24950898.922,147868543.674,Cocoa,Chocolate and cocoa preparations,5.9263814156058165,2108079.0,29192.8401933019,70.14373924032259,11.835846247697548
2021,ESP,Spain,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",340249444.46,1115012485.569,Coffee,Coffee total,3.2770442501048134,47443821.0,30799.4775937775,23.501742947074185,7.1716281970627955
2021,ESP,Spain,1801,"Cocoa beans; whole or broken, raw or roasted",99600839.3,272950206.831,Cocoa,Cocoa beans,2.7404408311145625,47443821.0,30799.4775937775,5.753124454942193,2.0993427004962353
2021,ESP,Spain,1806,Chocolate and other food preparations containing cocoa,156702684.221,724873438.087,Cocoa,Chocolate and cocoa preparations,4.6257882670644035,47443821.0,30799.4775937775,15.278563631858404,3.3029102824791448
2021,SWE,Sweden,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",109272286.322,458782172.274,Coffee,Coffee total,4.198522678678798,10415811.0,60647.5416365347,44.04670671098007,10.491001259719479
2021,SWE,Sweden,1801,"Cocoa beans; whole or broken, raw or roasted",63449.721,529699.126,Cocoa,Cocoa beans,8.348328686898403,10415811.0,60647.5416365347,0.05085529355323364,0.006091673610437056
2021,SWE,Sweden,1806,Chocolate and other food preparations containing cocoa,85475223.512,470188950.879,Cocoa,Chocolate and cocoa preparations,5.500880039383453,10415811.0,60647.5416365347,45.14184741629816,8.206295555094076
2022,AUT,Austria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",60809432.38,483110753.003,Coffee,Coffee total,7.944668024263509,9041851.0,52336.7725223758,53.43051472569057,6.725330065713315
2022,BEL,Belgium,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",168142660.13,872481453.831,Coffee,Coffee total,5.188935711832074,11680210.0,50605.7496677086,74.69741159028818,14.395516872556229
2022,BGR,Bulgaria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",35944015.52,169322786.52,Coffee,Coffee total,4.710736518177422,6465097.0,13999.1949530956,26.190293280982484,5.559702432925601
2022,AUT,Austria,1801,"Cocoa beans; whole or broken, raw or roasted",26109020.732,70208771.909,Cocoa,Cocoa beans,2.6890618621689635,9041851.0,52336.7725223758,7.764867161491601,2.887574760079546
2022,BEL,Belgium,1801,"Cocoa beans; whole or broken, raw or roasted",122425557.55,331953762.602,Cocoa,Cocoa beans,2.7114743787580977,11680210.0,50605.7496677086,28.4201878735057,10.481451750439419
2022,BGR,Bulgaria,1801,"Cocoa beans; whole or broken, raw or roasted",21306788.08,50527995.896,Cocoa,Cocoa beans,2.371450624387118,6465097.0,13999.1949530956,7.815504685544547,3.2956640990846693
2022,AUT,Austria,1806,Chocolate and other food preparations containing cocoa,89582889.304,499499960.653,Cocoa,Chocolate and cocoa preparations,5.575841151516606,9041851.0,52336.7725223758,55.243109032984506,9.907583005293938
2022,BEL,Belgium,1806,Chocolate and other food preparations containing cocoa,231055031.457,914197602.444,Cocoa,Chocolate and cocoa preparations,3.956622786698046,11680210.0,50605.7496677086,78.26893544242783,19.781753192536776
2022,BGR,Bulgaria,1806,Chocolate and other food preparations containing cocoa,47210569.435,237904510.486,Cocoa,Chocolate and cocoa preparations,5.039221372102901,6465097.0,13999.1949530956,36.79828941251771,7.302376040916323
2022,HRV,Croatia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",20792085.168,103906814.0,Coffee,Coffee total,4.997421526529599,3855641.0,18465.5414420364,26.949296887339873,5.392640333475031
2022,CYP,Cyprus,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",3347764.0,33879578.775,Coffee,Coffee total,10.120061860692688,1331370.0,33231.04296875,25.44715501701255,2.5145256390034327
2022,CZE,Czechia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",56318824.099,356677411.0,Coffee,Coffee total,6.333182851492334,10672118.0,28282.2236715857,33.4214268432939,5.2771927839441055
2022,DNK,Denmark,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",43201506.0,304551632.614,Coffee,Coffee total,7.049560554995468,5903037.0,67781.0940939514,51.59236383136342,7.318521974366754
2022,HRV,Croatia,1801,"Cocoa beans; whole or broken, raw or roasted",2073068.898,5041896.0,Cocoa,Cocoa beans,2.432092828590591,3855641.0,18465.5414420364,1.3076673891578598,0.5376716603023985
2022,CYP,Cyprus,1801,"Cocoa beans; whole or broken, raw or roasted",1126.0,8016.859,Cocoa,Cocoa beans,7.119768206039077,1331370.0,33231.04296875,0.0060215109248368225,0.0008457453600426629
2022,CZE,Czechia,1801,"Cocoa beans; whole or broken, raw or roasted",163253.898,804717.0,Cocoa,Cocoa beans,4.929236054136974,10672118.0,28282.2236715857,0.07540368275538183,0.015297235094289624
2022,DNK,Denmark,1801,"Cocoa beans; whole or broken, raw or roasted",22562.474,232527.967,Cocoa,Cocoa beans,10.305960552021025,5903037.0,67781.0940939514,0.039391243354903585,0.003822180684281667
2022,HRV,Croatia,1806,Chocolate and other food preparations containing cocoa,44416039.775,203609710.0,Cocoa,Chocolate and cocoa preparations,4.584148227339343,3855641.0,18465.5414420364,52.808264566125324,11.519755022576012
2022,CYP,Cyprus,1806,Chocolate and other food preparations containing cocoa,5603241.0,36675526.086,Cocoa,Chocolate and cocoa preparations,6.545412929053025,1331370.0,33231.04296875,27.54720782802677,4.208627954663242
2022,CZE,Czechia,1806,Chocolate and other food preparations containing cocoa,98966602.505,471807944.0,Cocoa,Chocolate and cocoa preparations,4.767345064474283,10672118.0,28282.2236715857,44.20940098301012,9.273379708226614
2022,DNK,Denmark,1806,Chocolate and other food preparations containing cocoa,62126935.602,376456952.806,Cocoa,Chocolate and cocoa preparations,6.059480467822737,5903037.0,67781.0940939514,63.77343608146112,10.524571606445969
2022,EST,Estonia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",8898201.638,62963058.84,Coffee,Coffee total,7.075930778092804,1348840.0,28340.3826549406,46.679412561905046,6.596928944871149
2022,FIN,Finland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",70863181.742,431433944.732,Coffee,Coffee total,6.088266630515869,5556106.0,50440.560224974,77.65041644849828,12.75410903643667
2022,FRA,France,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",384725097.485,3219769785.612,Coffee,Coffee total,8.369014152339087,68184457.0,40988.6396406579,47.221462592449775,5.64241638655273
2022,EST,Estonia,1801,"Cocoa beans; whole or broken, raw or roasted",18575969.755,42320033.1,Cocoa,Cocoa beans,2.2782139322017865,1348840.0,28340.3826549406,31.375132039381988,13.77181115254589
2022,FIN,Finland,1801,"Cocoa beans; whole or broken, raw or roasted",37354.168,233494.579,Cocoa,Cocoa beans,6.25083067035518,5556106.0,50440.560224974,0.042024860396831884,0.006723084116825704
2022,FRA,France,1801,"Cocoa beans; whole or broken, raw or roasted",169464432.885,459119961.333,Cocoa,Cocoa beans,2.7092408331166618,68184457.0,40988.6396406579,6.73349882852334,2.485382158062797
2022,EST,Estonia,1806,Chocolate and other food preparations containing cocoa,10633294.499,63280044.35,Cocoa,Chocolate and cocoa preparations,5.951123083814816,1348840.0,28340.3826549406,46.914418574478816,7.883288232110554
2022,FIN,Finland,1806,Chocolate and other food preparations containing cocoa,30091566.383,180249194.598,Cocoa,Chocolate and cocoa preparations,5.990023659912579,5556106.0,50440.560224974,32.44164070987846,5.4159453370760025
2022,FRA,France,1806,Chocolate and other food preparations containing cocoa,546713284.96,2426375965.522,Cocoa,Chocolate and cocoa preparations,4.438114149173317,68184457.0,40988.6396406579,35.58547024172972,8.01815118891392
2022,DEU,Germany,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",1216998985.505,5161179506.454,Coffee,Coffee total,4.2409069916458,83177813.0,50506.5179638543,62.04995443260813,14.631293389560508
2022,GRC,Greece,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",53459042.109,351794875.928,Coffee,Coffee total,6.580643087669059,10436882.0,20886.5243087629,33.70689406357186,5.122127672709148
2022,DEU,Germany,1801,"Cocoa beans; whole or broken, raw or roasted",295064526.888,739703681.896,Cocoa,Cocoa beans,2.5069217560563466,83177813.0,50506.5179638543,8.893040766724656,3.5473946265935123
2022,GRC,Greece,1801,"Cocoa beans; whole or broken, raw or roasted",2955827.0,7414481.706,Cocoa,Cocoa beans,2.5084288444486096,10436882.0,20886.5243087629,0.7104115679376274,0.28320977472007447
2022,DEU,Germany,1806,Chocolate and other food preparations containing cocoa,531481601.929,2642635204.392,Cocoa,Chocolate and cocoa preparations,4.972204484220371,83177813.0,50506.5179638543,31.770914731696543,6.389703969843497
2022,GRC,Greece,1806,Chocolate and other food preparations containing cocoa,33235703.574,148321440.406,Cocoa,Chocolate and cocoa preparations,4.4627140230613485,10436882.0,20886.5243087629,14.211278848031432,3.1844475748600014
2022,HUN,Hungary,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",0.0,158340951.0,Coffee,Coffee total,,9605074.0,18428.028825614,16.48513598125324,0.0
2022,IRL,Ireland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",20924612.759,137010636.647,Coffee,Coffee total,6.547821850995528,5212836.0,105190.685952731,26.28331999069221,4.014055450622272
2022,ITA,Italy,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",698324497.0,2607846342.978,Coffee,Coffee total,3.7344334248351596,59013667.0,35653.9042103495,44.19054899567587,11.833267317552052
2022,LVA,Latvia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",11166974.69,87476081.008,Coffee,Coffee total,7.833462816597465,1879383.0,20221.103686109,46.54510603107509,5.941830212362248
2022,LTU,Lithuania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",27357251.2,205050275.0,Coffee,Coffee total,7.495280629656243,2831639.0,25085.784063499,72.4139888594556,9.661277867694293
2022,LUX,Luxembourg,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",20840501.691,152482661.97,Coffee,Coffee total,7.316650252995102,653103.0,123719.658915996,233.47414109259947,31.90997697300426
2022,MLT,Malta,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",909457.0,7712576.606,Coffee,Coffee total,8.48041920178744,531113.0,35638.8869457406,14.521536106252341,1.712360646416111
2022,HUN,Hungary,1801,"Cocoa beans; whole or broken, raw or roasted",15092.127,120735.0,Cocoa,Cocoa beans,7.99986642041907,9605074.0,18428.028825614,0.012569918774181229,0.0015712660829057643
2022,IRL,Ireland,1801,"Cocoa beans; whole or broken, raw or roasted",31663.0,166423.805,Cocoa,Cocoa beans,5.256097179673436,5212836.0,105190.685952731,0.03192577034842454,0.0060740449152822
2022,ITA,Italy,1801,"Cocoa beans; whole or broken, raw or roasted",100982644.0,283476000.917,Cocoa,Cocoa beans,2.807175467865547,59013667.0,35653.9042103495,4.803565264246331,1.711173854015884
2022,LVA,Latvia,1801,"Cocoa beans; whole or broken, raw or roasted",483.357,5457.951,Cocoa,Cocoa beans,11.29175950694828,1879383.0,20221.103686109,0.002904118532518385,0.00025718919453884603
2022,LTU,Lithuania,1801,"Cocoa beans; whole or broken, raw or roasted",2142120.59,1552399.0,Cocoa,Cocoa beans,0.7247019646078843,2831639.0,25085.784063499,0.5482333729688,0.7564949451536724
2022,LUX,Luxembourg,1801,"Cocoa beans; whole or broken, raw or roasted",6411.451,43232.606,Cocoa,Cocoa beans,6.743029931914008,653103.0,123719.658915996,0.06619569348173258,0.009816906368520738
2022,MLT,Malta,1801,"Cocoa beans; whole or broken, raw or roasted",560.0,7808.356,Cocoa,Cocoa beans,13.943492857142857,531113.0,35638.8869457406,0.014701873236015687,0.001054389555518317
2022,HUN,Hungary,1806,Chocolate and other food preparations containing cocoa,0.0,342492866.0,Cocoa,Chocolate and cocoa preparations,,9605074.0,18428.028825614,35.65749373716434,0.0
2022,IRL,Ireland,1806,Chocolate and other food preparations containing cocoa,66534147.208,374041755.038,Cocoa,Chocolate and cocoa preparations,5.621801296538233,5212836.0,105190.685952731,71.75398478640034,12.763522045964999
2022,ITA,Italy,1806,Chocolate and other food preparations containing cocoa,139807520.0,672872590.793,Cocoa,Chocolate and cocoa preparations,4.812849772265469,59013667.0,35653.9042103495,11.401978982139848,2.369070201992362
2022,LVA,Latvia,1806,Chocolate and other food preparations containing cocoa,18649917.276,87656055.443,Cocoa,Chocolate and cocoa preparations,4.700077439796575,1879383.0,20221.103686109,46.64086854196297,9.923425547639837
2022,LTU,Lithuania,1806,Chocolate and other food preparations containing cocoa,34425673.608,149342270.0,Cocoa,Chocolate and cocoa preparations,4.338107416590829,2831639.0,25085.784063499,52.74057533463835,12.15750793374438
2022,LUX,Luxembourg,1806,Chocolate and other food preparations containing cocoa,7068979.6,66637113.026,Cocoa,Chocolate and cocoa preparations,9.426694770204175,653103.0,123719.658915996,102.03155249018914,10.823682635051439
2022,MLT,Malta,1806,Chocolate and other food preparations containing cocoa,3585418.0,23345099.314,Cocoa,Chocolate and cocoa preparations,6.511123476816371,531113.0,35638.8869457406,43.95505158789184,6.750763020298882
2022,NLD,Netherlands,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",319609681.698,1668868248.601,Coffee,Coffee total,5.221582274149998,17700982.0,59123.318556487,94.28111099152578,18.056042410415422
2022,POL,Poland,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",194807239.62,966105953.0,Coffee,Coffee total,4.959291835788705,36821749.0,18891.2121169279,26.23737272773219,5.2905482469070115
2022,PRT,Portugal,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",67834298.994,386834698.299,Coffee,Coffee total,5.7026416434732505,10434332.0,24620.5197587181,37.07325953391171,6.5010677246995785
2022,ROU,Romania,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",57505891.796,352678179.18,Coffee,Coffee total,6.132905136592137,19048502.0,15503.551804598,18.514746155891945,3.018919377282266
2022,NLD,Netherlands,1801,"Cocoa beans; whole or broken, raw or roasted",690954693.0,1540962526.3,Cocoa,Cocoa beans,2.2301932990850966,17700982.0,59123.318556487,87.05519989229975,39.03482264430301
2022,POL,Poland,1801,"Cocoa beans; whole or broken, raw or roasted",11824510.847,32812126.0,Cocoa,Cocoa beans,2.7749245972677827,36821749.0,18891.2121169279,0.8911072094918685,0.3211284408842176
2022,PRT,Portugal,1801,"Cocoa beans; whole or broken, raw or roasted",264746.328,841111.494,Cocoa,Cocoa beans,3.1770468748484397,10434332.0,24620.5197587181,0.08060999918346473,0.025372618774254067
2022,ROU,Romania,1801,"Cocoa beans; whole or broken, raw or roasted",37321.846,93135.8,Cocoa,Cocoa beans,2.4954767778635603,19048502.0,15503.551804598,0.0048894028517308084,0.0019593060913661348
2022,NLD,Netherlands,1806,Chocolate and other food preparations containing cocoa,341966522.497,1583265113.568,Cocoa,Chocolate and cocoa preparations,4.629883364041548,17700982.0,59123.318556487,89.44504398501734,19.319070687547164
2022,POL,Poland,1806,Chocolate and other food preparations containing cocoa,244447248.602,1080678088.0,Cocoa,Chocolate and cocoa preparations,4.42090509989548,36821749.0,18891.2121169279,29.34890702774602,6.638664790257518
2022,PRT,Portugal,1806,Chocolate and other food preparations containing cocoa,58514583.617,277247994.615,Cocoa,Chocolate and cocoa preparations,4.738100785774921,10434332.0,24620.5197587181,26.570746897357687,5.607889764002142
2022,ROU,Romania,1806,Chocolate and other food preparations containing cocoa,94107413.263,424244135.11,Cocoa,Chocolate and cocoa preparations,4.508084117925693,19048502.0,15503.551804598,22.27178468469594,4.940410183593439
2022,SVK,Slovakia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",44164247.094,263964113.398,Coffee,Coffee total,5.976873393452716,5431752.0,21317.7943982363,48.59649582639266,8.130755434710569
2022,SVN,Slovenia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",22854480.001,98521704.302,Coffee,Coffee total,4.310826774343113,2112076.0,28360.3041467268,46.64685565386851,10.820860613443834
2022,SVK,Slovakia,1801,"Cocoa beans; whole or broken, raw or roasted",,25355632.411,Cocoa,Cocoa beans,,5431752.0,21317.7943982363,4.668039411777268,
2022,SVN,Slovenia,1801,"Cocoa beans; whole or broken, raw or roasted",34242.639,181311.253,Cocoa,Cocoa beans,5.29489718943683,2112076.0,28360.3041467268,0.08584504203447224,0.016212787323940995
2022,SVK,Slovakia,1806,Chocolate and other food preparations containing cocoa,63701954.289,338378487.743,Cocoa,Chocolate and cocoa preparations,5.311901204912184,5431752.0,21317.7943982363,62.296380199795564,11.727699329608567
2022,SVN,Slovenia,1806,Chocolate and other food preparations containing cocoa,24510786.888,139481794.921,Cocoa,Chocolate and cocoa preparations,5.6906290099273615,2112076.0,28360.3041467268,66.04014009012933,11.60506860927353
2022,ESP,Spain,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",355502018.764,1388962655.83,Coffee,Coffee total,3.907045762100335,47786102.0,30319.4987196616,29.066247249671044,7.439443768901678
2022,ESP,Spain,1801,"Cocoa beans; whole or broken, raw or roasted",92815136.43,225360022.447,Cocoa,Cocoa beans,2.428052482764637,47786102.0,30319.4987196616,4.716016017523254,1.9423039868370098
2022,ESP,Spain,1806,Chocolate and other food preparations containing cocoa,160850697.105,725203337.177,Cocoa,Chocolate and cocoa preparations,4.508549544573017,47786102.0,30319.4987196616,15.17603041103876,3.3660560366484797
2022,SWE,Sweden,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",118217459.412,662879594.737,Coffee,Coffee total,5.607290141693846,10486941.0,54836.8907235124,63.210005161371654,11.272825832814355
2022,SWE,Sweden,1801,"Cocoa beans; whole or broken, raw or roasted",110664.336,521541.307,Cocoa,Cocoa beans,4.712821906779435,10486941.0,54836.8907235124,0.04973245362970956,0.010552584972109598
2022,SWE,Sweden,1806,Chocolate and other food preparations containing cocoa,95355800.372,488620532.362,Cocoa,Chocolate and cocoa preparations,5.124182592519848,10486941.0,54836.8907235124,46.59323747144186,9.09281365957909
2023,AUT,Austria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",61723164.077,517693653.256,Coffee,Coffee total,8.387347942989024,9131761.0,56579.504175468,56.691546488787864,6.759174279418833
2023,BEL,Belgium,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",169341146.224,877593393.375,Coffee,Coffee total,5.182399038531029,11779946.0,55291.4754541329,74.4989317756635,14.375375423962046
2023,BGR,Bulgaria,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",34097436.18,172308823.404,Coffee,Coffee total,5.053424618038247,6446596.0,15853.208636704,26.72865236226995,5.289215607740892
2023,AUT,Austria,1801,"Cocoa beans; whole or broken, raw or roasted",23093467.607,70203016.251,Cocoa,Cocoa beans,3.039951273048329,9131761.0,56579.504175468,7.687785110779838,2.528917216186451
2023,BEL,Belgium,1801,"Cocoa beans; whole or broken, raw or roasted",106680645.64,333075083.676,Cocoa,Cocoa beans,3.1221697401418163,11779946.0,55291.4754541329,28.274754712457934,9.056123486474386
2023,BGR,Bulgaria,1801,"Cocoa beans; whole or broken, raw or roasted",37450914.0,98533837.626,Cocoa,Cocoa beans,2.6310128939977275,6446596.0,15853.208636704,15.284630466373262,5.809409182768705
2023,AUT,Austria,1806,Chocolate and other food preparations containing cocoa,93978728.224,633066043.297,Cocoa,Chocolate and cocoa preparations,6.736269528866954,9131761.0,56579.504175468,69.32573501398033,10.291413476984342
2023,BEL,Belgium,1806,Chocolate and other food preparations containing cocoa,,1110888023.64,Cocoa,Chocolate and cocoa preparations,,11779946.0,55291.4754541329,94.3033205449329,
2023,BGR,Bulgaria,1806,Chocolate and other food preparations containing cocoa,46931602.667,281502087.887,Cocoa,Chocolate and cocoa preparations,5.998134985595505,6446596.0,15853.208636704,43.66677978378047,7.280059533279269
2023,HRV,Croatia,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",20474827.698,111910309.0,Coffee,Coffee total,5.465750952860595,3859686.0,22184.2279304842,28.99466666459396,5.3047910368874565
2023,CYP,Cyprus,901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",3665039.056,38957050.898,Coffee,Coffee total,10.629368555902232,1344976.0,36623.69140625,28.964866955246787,2.724984725377999
